0.00023;0.000704167;0.00064;0.0002675;0.0001;1.5e-05;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.00158417;0.00481917;0.00385583;0.00156;0.000388333;7.08333e-05;9.16667e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.00816583;0.0171975;0.0114758;0.00404333;0.000825833;0.0001325;1.5e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0249583;0.0393483;0.0218667;0.00654417;0.00125167;0.000151667;1.66667e-05;0;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0
0.0515208;0.0629292;0.029115;0.00745667;0.00126167;0.000140833;1.5e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0759858;0.0743367;0.0295117;0.0064825;0.00097;0.000108333;5e-06;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0;0
0.08448;0.06879;0.0236892;0.00469167;0.0005925;5.08333e-05;4.16667e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0731817;0.0515008;0.0153958;0.00266083;0.000344167;2.83333e-05;3.33333e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0519717;0.03154;0.00833167;0.00134083;0.000130833;1.5e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.030565;0.0161542;0.003955;0.0005675;4.66667e-05;1.66667e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0152975;0.00723167;0.001585;0.000185833;2.08333e-05;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.00663667;0.00284667;0.000528333;5.58333e-05;5.83333e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0024575;0.000986667;0.000200833;1.75e-05;2.5e-06;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000948333;0.00032;4e-05;5e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000266667;9e-05;1.58333e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8.58333e-05;2e-05;2.5e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.16667e-05;3.33333e-06;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.16667e-06;8.33333e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.66667e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
